ID;Precio (€/mes);Tipo;Teléfono;Ciudad;Dirección;Barrio;Habitaciones;Baños;Superficie (m2);Planta;Ascensor;Terraza;Parking;Calefacción;Aire;Balcón;Precio del m2 (€/m2)
162990708;1500;Piso;912174017;Madrid Capital;Calle de Cochabamba;Chamartín;2.0;2.0;104.0;4.0;True;False;False;False;False;False;14.423076923076923
162990563;775;Estudio;910750269;Madrid Capital;Tres Cruces;Centro;1.0;1.0;30.0;5.0;True;False;False;False;False;False;25.833333333333332
162990522;1600;Piso;910922651;Madrid Capital;Paseo de la Reina Cristina;Retiro;4.0;2.0;130.0;;True;False;False;False;False;False;12.307692307692308
162990261;850;Piso;Unknown;Madrid Capital;Calle Sodio;Arganzuela;1.0;1.0;40.0;;True;False;False;False;False;False;21.25
162990402;1200;Casa o chalet;911220675;Madrid Capital;;Barrio de Salamanca;3.0;2.0;80.0;;False;False;False;False;False;False;15.0
162990393;2490;Piso;916350578;Madrid Capital;De Juan Bravo;Barrio de Salamanca;3.0;2.0;133.0;2.0;True;False;False;False;False;False;18.721804511278197
162990321;3400;Piso;910922651;Madrid Capital;Avenida de Pío XII;Chamartín;4.0;3.0;190.0;4.0;True;False;False;False;False;False;17.894736842105264
162569216;1200;Piso;912660579;Madrid Capital;Calle de Ezequiel Solana;Ciudad Lineal;3.0;2.0;90.0;2.0;True;False;False;False;False;False;13.333333333333334
162762713;5500;Piso;912660579;Madrid Capital;Calle de las Huertas;Centro;2.0;2.0;140.0;4.0;True;False;False;False;False;False;39.285714285714285
162038033;1400;Dúplex;912660579;Madrid Capital;Calle Apolonio Morales;Chamartín;1.0;2.0;100.0;4.0;True;False;False;False;False;False;14.0
162989968;1090;Ático;918004613;Madrid Capital;De Francisco Navacerrada;Barrio de Salamanca;;1.0;61.0;3.0;True;False;True;False;False;False;17.868852459016395
162989917;950;Loft;910922651;Madrid Capital;;Hortaleza;;1.0;75.0;3.0;True;False;True;False;False;False;12.666666666666666
162989746;1100;Piso;918004613;Madrid Capital;De Mazarredo;Arganzuela;1.0;1.0;60.0;5.0;True;False;False;False;False;False;18.333333333333332
162989557;2500;Piso;Unknown;Madrid Capital;Calle de Benito de Castro;Barrio de Salamanca;5.0;2.0;150.0;1.0;True;False;False;False;False;False;16.666666666666668
162537528;3500;Ático;912188479;Madrid Capital;;Chamartín;3.0;3.0;230.0;15.0;True;False;False;False;False;False;15.217391304347826
162696057;775;Dúplex;637349619;Madrid Capital;;Centro;1.0;1.0;65.0;3.0;True;False;False;False;False;False;11.923076923076923
162988832;1800;Piso;Unknown;Madrid Capital;Calle de García de Paredes;Chamberí;2.0;1.0;105.0;;True;False;False;True;False;False;17.142857142857142
162048307;875;Estudio;916354073;Madrid Capital;Calle de Francisco Silvela;Barrio de Salamanca;;1.0;41.0;;True;False;False;True;True;False;21.341463414634145
162989063;1200;Piso;912174017;Madrid Capital;;San Blas;3.0;2.0;105.0;1.0;True;False;False;False;False;False;11.428571428571429
162988983;1640;Piso;Unknown;Madrid Capital;Sanchez Pacheco;Chamartín;3.0;2.0;120.0;;True;False;False;False;False;False;13.666666666666666
162988891;2200;Dúplex;918003079;Madrid Capital;;Moncloa - Aravaca;3.0;2.0;250.0;;True;False;False;False;False;False;8.8
162988873;800;Piso;910927438;Madrid Capital;Del Atazar;Arganzuela;1.0;1.0;53.0;1.0;True;False;False;False;False;False;15.09433962264151
162988853;950;Piso;918003304;Madrid Capital;Sambara;Ciudad Lineal;3.0;1.0;86.0;;False;False;False;False;False;False;11.046511627906977
162988677;800;Apartamento;912174017;Madrid Capital;;Moncloa - Aravaca;1.0;1.0;40.0;1.0;True;False;False;False;False;False;20.0
162988601;650;Estudio;Unknown;Madrid Capital;Calle de Valverde;Centro;;1.0;30.0;4.0;True;False;False;True;False;False;21.666666666666668
162970990;450;Piso;912187059;Madrid Capital;;Latina;;1.0;22.0;4.0;True;False;False;False;True;False;20.454545454545453
162988314;920;Ático;Unknown;Madrid Capital;Calle de Cáceres;Arganzuela;1.0;1.0;55.0;;False;True;False;False;False;True;16.727272727272727
159612128;1650;Piso;911229416;Madrid Capital;;Hortaleza;3.0;2.0;140.0;6.0;True;False;False;False;False;False;11.785714285714286
162987821;925;Piso;Unknown;Madrid Capital;Calle de la Virgen de Lluc;Ciudad Lineal;2.0;1.0;55.0;;True;False;True;False;False;False;16.818181818181817
162987676;740;Piso;966530723;Madrid Capital;C/ Rocafort;Villaverde;2.0;1.0;62.0;;False;False;False;False;False;False;11.935483870967742
162342087;3300;Piso;910753248;Madrid Capital;Calle Montearagón;Hortaleza;5.0;4.0;330.0;2.0;True;False;False;False;False;False;10.0
162030287;780;Apartamento;911221146;Madrid Capital;Calle de Zamora;Tetuán;1.0;1.0;65.0;1.0;False;True;False;False;False;False;12.0
162927854;950;Piso;916353478;Madrid Capital;Calle Villamanín;Latina;2.0;1.0;90.0;6.0;True;False;False;False;False;False;10.555555555555555
162912993;980;Apartamento;912187619;Madrid Capital;Calle de la Cava Alta;Centro;1.0;1.0;43.0;2.0;False;False;False;False;False;True;22.790697674418606
162923721;2800;Piso;911790657;Madrid Capital;Almirante;Centro;1.0;2.0;192.0;;True;False;False;False;False;False;14.583333333333334
162929230;1050;Piso;914899057;Madrid Capital;Calle de Luis Portones;Tetuán;2.0;2.0;80.0;5.0;True;False;False;False;False;False;13.125
162925567;3800;Ático;914892683;Madrid Capital;Calle de Alonso Cano;Chamberí;4.0;2.0;193.0;5.0;True;False;False;False;False;False;19.689119170984455
162923004;1050;Ático;914876984;Madrid Capital;Calle de Babilonia;Barajas;1.0;2.0;92.0;4.0;True;False;False;False;False;False;11.41304347826087
162924387;1850;Piso;911220758;Madrid Capital;Calle de Alonso Cano;Chamberí;2.0;2.0;90.0;1.0;True;False;False;False;False;False;20.555555555555557
162927260;3350;Piso;911368189;Madrid Capital;Calle de Jorge Juan;Barrio de Salamanca;3.0;3.0;220.0;6.0;True;False;False;False;False;False;15.227272727272727
162927689;2500;Piso;910750881;Madrid Capital;Calle de Velarde;Centro;5.0;3.0;96.0;;False;False;False;False;False;False;26.041666666666668
162929967;935;Piso;912174168;Madrid Capital;;Centro;1.0;1.0;50.0;1.0;True;False;False;False;False;False;18.7
162911835;1500;Piso;912187619;Madrid Capital;Calle la Cabrera;Fuencarral;2.0;2.0;80.0;3.0;True;False;False;False;False;False;18.75
162923809;860;Apartamento;912174017;Madrid Capital;;Moncloa - Aravaca;1.0;1.0;63.0;4.0;True;False;False;False;False;False;13.65079365079365
162923168;950;Ático;914876984;Madrid Capital;Calle Pirra;San Blas;1.0;1.0;70.0;6.0;False;False;True;False;False;False;13.571428571428571
162987123;1663;Apartamento;932931237;Madrid Capital;Atocha;Centro;2.0;2.0;75.0;;False;False;False;True;False;False;22.173333333333332
162987119;848;Apartamento;932931237;Madrid Capital;Calle de Santoña;Usera;1.0;1.0;25.0;;False;False;False;True;False;False;33.92
162987117;2673;Apartamento;932931237;Madrid Capital;Calle Bocangel;Barrio de Salamanca;2.0;1.0;70.0;;False;False;False;True;False;False;38.18571428571428
162987116;3960;Apartamento;932931237;Madrid Capital;Calle de Lagasca;Barrio de Salamanca;1.0;2.0;108.0;;False;False;False;True;False;False;36.666666666666664
162987110;3351;Apartamento;932931237;Madrid Capital;Calle de Blasco de Garay;Chamberí;1.0;1.0;37.0;;False;False;False;True;False;False;90.56756756756756
162694883;950;Piso;914895341;Madrid Capital;Clara del Rey;Chamartín;2.0;1.0;75.0;;True;False;False;True;False;False;12.666666666666666
162694882;800;Piso;914895341;Madrid Capital;Virgen de Lourdes;Ciudad Lineal;2.0;1.0;60.0;;True;False;False;True;False;False;13.333333333333334
162694875;2000;Piso;914895349;Madrid Capital;Reina Cristina;Retiro;3.0;2.0;160.0;;True;True;False;False;False;False;12.5
162343965;675;Estudio;914895349;Madrid Capital;San Agustin;Centro;;1.0;45.0;;True;False;False;False;True;False;15.0
161261915;995;Ático;914895346;Madrid Capital;Francos Rodriguez;Tetuán;2.0;1.0;52.0;;True;True;False;False;False;False;19.134615384615383
162694886;995;Piso;914895361;Madrid Capital;Ana de Austria;Hortaleza;2.0;2.0;94.0;;True;False;False;True;False;False;10.585106382978724
162680667;1050;Piso;914895341;Madrid Capital;Constancia;Chamartín;2.0;1.0;75.0;;True;False;False;True;False;False;14.0
161527625;900;Piso;910758023;Madrid Capital;Garellano;Tetuán;1.0;1.0;57.0;;True;False;False;False;False;False;15.789473684210526
162986741;900;Ático;912187012;Madrid Capital;Calle de la Maquinilla;Puente de Vallecas;2.0;2.0;100.0;;True;True;False;False;False;False;9.0
162615366;900;Piso;912178214;Madrid Capital;Santa Maria Reina;Usera;4.0;1.0;86.0;;True;True;False;False;False;False;10.465116279069768
162616676;1000;Apartamento;912176357;Madrid Capital;Calle de Juan Bravo;Barrio de Salamanca;1.0;1.0;50.0;6.0;True;False;False;False;False;False;20.0
153993630;9000;Piso;911360141;Madrid Capital;;Chamartín;5.0;4.0;429.0;8.0;True;False;False;False;False;False;20.97902097902098
162657215;925;Piso;918004613;Madrid Capital;San Vicente;Moncloa - Aravaca;1.0;1.0;57.0;7.0;True;False;False;False;False;False;16.228070175438596
162661344;2400;Piso;Unknown;Madrid Capital;Reyes Magos;Retiro;3.0;2.0;165.0;;True;False;False;True;False;False;14.545454545454545
162986542;1499;Piso;Unknown;Madrid Capital;Calle de la Bahía de Almería;Barajas;4.0;3.0;141.0;;False;False;False;False;False;False;10.631205673758865
162986223;690;Piso;Unknown;Madrid Capital;Avenida del Euro;Carabanchel;1.0;1.0;54.0;;True;False;True;False;False;False;12.777777777777779
162986494;1975;Piso;916355203;Madrid Capital;Domenico Scarlatti;Chamberí;2.0;2.0;121.0;4.0;True;False;False;False;False;False;16.322314049586776
162630956;1050;Piso;918008769;Madrid Capital;Fenelon;San Blas;4.0;2.0;132.0;;True;False;False;True;False;False;7.954545454545454
162172839;725;Piso;966530723;Madrid Capital;C/ Sierra del Valle;Puente de Vallecas;2.0;1.0;55.0;;True;False;False;True;False;False;13.181818181818182
162929440;1100;Piso;912187619;Madrid Capital;Calle de Maudes;Chamberí;2.0;1.0;67.0;;True;False;False;False;False;False;16.417910447761194
162985682;1300;Piso;Unknown;Madrid Capital;Calle del Padre Claret;Chamartín;2.0;1.0;91.0;;True;True;False;False;False;False;14.285714285714286
162985395;1350;Piso;Unknown;Madrid Capital;Maria Reiche;Barajas;3.0;2.0;110.0;;True;False;False;True;False;False;12.272727272727273
162984978;850;Estudio;911223937;Madrid Capital;;Chamberí;;1.0;54.0;;True;True;False;False;False;False;15.74074074074074
162984887;1350;Piso;910922651;Madrid Capital;;Hortaleza;3.0;2.0;110.0;3.0;True;False;False;False;False;False;12.272727272727273
162984714;1700;Piso;910922651;Madrid Capital;;Fuencarral;4.0;2.0;160.0;1.0;True;False;False;False;False;False;10.625
162983712;1200;Piso;910302917;Madrid Capital;;Chamberí;2.0;1.0;68.0;1.0;True;False;False;False;False;False;17.647058823529413
155339957;4500;Dúplex;914895982;Madrid Capital;;Hortaleza;4.0;4.0;300.0;1.0;True;False;False;False;False;False;15.0
162909470;1900;Piso;912172896;Madrid Capital;Calle del Pez Austral;Retiro;3.0;3.0;160.0;3.0;True;False;False;False;False;False;11.875
162982371;1390;Piso;Unknown;Madrid Capital;Calle de Ayala;Barrio de Salamanca;2.0;1.0;74.0;;True;True;False;False;False;False;18.783783783783782
162982376;14000;Piso;911229416;Madrid Capital;;Centro;6.0;7.0;397.0;2.0;True;False;False;False;False;False;35.26448362720403
162982375;1850;Piso;911229416;Madrid Capital;;Hortaleza;3.0;2.0;96.0;4.0;True;False;False;False;False;False;19.270833333333332
162982352;1650;Piso;911229416;Madrid Capital;;Hortaleza;2.0;2.0;96.0;7.0;True;False;False;False;False;False;17.1875
162982272;2250;Apartamento;911229416;Madrid Capital;;Hortaleza;3.0;2.0;91.0;4.0;False;False;False;True;False;False;24.725274725274726
162982271;2250;Piso;911229416;Madrid Capital;;Hortaleza;3.0;2.0;120.0;4.0;True;False;False;False;False;False;18.75
162982249;1550;Piso;911229416;Madrid Capital;;Hortaleza;3.0;2.0;120.0;4.0;True;False;False;False;False;False;12.916666666666666
161691487;1500;Piso;910756243;Madrid Capital;;Centro;1.0;1.0;66.0;;True;True;False;False;False;False;22.727272727272727
162981789;1350;Piso;918008713;Madrid Capital;Calle de San Germán;Tetuán;2.0;2.0;83.0;8.0;True;False;False;False;False;False;16.265060240963855
162981735;1600;Piso;918008713;Madrid Capital;Calle de San Germán;Tetuán;2.0;2.0;101.0;8.0;True;False;False;False;False;False;15.841584158415841
162981607;1650;Piso;918008713;Madrid Capital;Calle de San Germán;Tetuán;2.0;2.0;89.0;6.0;True;False;False;False;False;False;18.53932584269663
162981325;1100;Piso;918008713;Madrid Capital;Calle de San Germán;Tetuán;1.0;1.0;53.0;4.0;True;False;False;False;False;False;20.754716981132077
162981097;1100;Piso;918008713;Madrid Capital;Calle del Poeta Joan Maragall;Tetuán;1.0;1.0;50.0;7.0;True;False;False;False;False;False;22.0
162980668;1150;Piso;918008713;Madrid Capital;Calle del Poeta Joan Maragall;Tetuán;1.0;1.0;50.0;4.0;True;False;False;False;False;False;23.0
162980611;1250;Piso;918008713;Madrid Capital;Avenida del Brasil;Tetuán;2.0;2.0;84.0;8.0;True;False;False;False;False;False;14.880952380952381
162980484;1100;Piso;918008713;Madrid Capital;Avenida del Brasil;Tetuán;1.0;2.0;50.0;4.0;True;False;False;False;False;False;22.0
162980450;1100;Piso;918008713;Madrid Capital;Avenida del Brasil;Tetuán;1.0;1.0;50.0;9.0;True;False;False;False;False;False;22.0
162980225;790;Apartamento;914890258;Madrid Capital;De Hermosilla;Barrio de Salamanca;1.0;1.0;43.0;3.0;True;False;False;False;False;False;18.372093023255815
162539878;1100;Piso;912781136;Madrid Capital;Hermano Garate;Tetuán;3.0;1.0;86.0;6.0;True;False;False;False;False;False;12.790697674418604
162979711;2490;Piso;914539441;Madrid Capital;;Chamberí;5.0;2.0;179.0;2.0;True;False;False;False;False;False;13.910614525139664
162978954;900;Piso;Unknown;Madrid Capital;Calle del Camino de Los Vinateros;Moratalaz;1.0;1.0;90.0;;True;False;False;True;False;False;10.0
162978776;950;Piso;Unknown;Madrid Capital;Calle Mota del Cuervo;Hortaleza;2.0;1.0;85.0;;True;False;False;True;False;False;11.176470588235293
162978624;900;Piso;Unknown;Madrid Capital;Calle Ordicia;Usera;2.0;1.0;85.0;;True;False;True;False;False;False;10.588235294117647
161476182;1000;Piso;912185827;Madrid Capital;Plaza de Puerta de Moros;Centro;1.0;1.0;25.0;5.0;False;False;False;False;False;False;40.0
159966068;3900;Piso;911794406;Madrid Capital;;Chamartín;4.0;4.0;306.0;2.0;False;False;True;False;False;False;12.745098039215685
162977574;1150;Planta baja;916357781;Madrid Capital;Calle del Arroyo de Los Pos;Hortaleza;3.0;2.0;90.0;;True;False;False;False;False;False;12.777777777777779
161476362;850;Piso;912185827;Madrid Capital;Calle de Velarde;Centro;;1.0;35.0;3.0;False;False;False;False;True;False;24.285714285714285
162977435;1500;Piso;912174168;Madrid Capital;Modesto Lafuente;Chamberí;3.0;2.0;120.0;1.0;True;False;False;False;False;False;12.5
162977376;925;Piso;914893054;Madrid Capital;Calle del Cardenal Cisneros;Chamberí;1.0;1.0;50.0;2.0;False;False;False;True;False;False;18.5
162977352;590;Piso;912174617;Madrid Capital;Bustamante;Arganzuela;1.0;1.0;25.0;2.0;False;False;False;True;False;False;23.6
162717865;1850;Piso;912665826;Madrid Capital;Calle de Maldonado;Barrio de Salamanca;3.0;2.0;135.0;1.0;True;False;False;False;False;False;13.703703703703704
162343621;875;Apartamento;912665826;Madrid Capital;Avenida Pablo Iglesias;Tetuán;1.0;1.0;60.0;1.0;True;False;False;False;False;False;14.583333333333334
162977250;450;Apartamento;910922738;Madrid Capital;Calle de Felipe Castro;Usera;1.0;1.0;40.0;;False;False;False;False;False;False;11.25
162976622;700;Piso;Unknown;Madrid Capital;Calle de Churruca;Centro;1.0;1.0;25.0;;False;False;False;True;True;False;28.0
162976794;1000;Piso;910922651;Madrid Capital;Avenida de Valladolid;Moncloa - Aravaca;3.0;1.0;71.0;2.0;True;False;False;False;False;False;14.084507042253522
162976596;1300;Piso;Unknown;Madrid Capital;Calle de Lagasca;Barrio de Salamanca;2.0;1.0;65.0;;True;False;False;True;False;False;20.0
162976624;1000;Piso;910922651;Madrid Capital;Avenida de Valladolid;Moncloa - Aravaca;3.0;1.0;73.0;2.0;True;False;False;False;False;False;13.698630136986301
162976621;980;Piso;Unknown;Madrid Capital;Juan Antonio Bardem;Villa de Vallecas;3.0;2.0;95.0;;True;False;False;False;False;False;10.31578947368421
162976591;900;Piso;912669715;Madrid Capital;Calle de Puentelarra;Villa de Vallecas;3.0;2.0;85.0;2.0;True;False;False;False;False;False;10.588235294117647
162975376;950;Piso;Unknown;Madrid Capital;Calle de Yécora;San Blas;1.0;1.0;60.0;;True;False;True;False;False;False;15.833333333333334
162975777;950;Apartamento;911797094;Madrid Capital;Calle de Augusto Figueroa;Centro;1.0;1.0;51.0;5.0;True;False;False;False;False;False;18.627450980392158
162975758;2500;Piso;914877635;Madrid Capital;Ponzano;Chamberí;3.0;2.0;105.0;3.0;True;False;False;False;False;False;23.80952380952381
162975444;825;Piso;916357193;Madrid Capital;Calle del Hermano Gárate;Tetuán;1.0;1.0;65.0;;True;False;False;False;False;False;12.692307692307692
162975145;890;Piso;Unknown;Madrid Capital;General Pardiñas;Barrio de Salamanca;3.0;1.0;56.0;;True;False;False;True;False;False;15.892857142857142
162975058;2000;Piso;910922651;Madrid Capital;Calle del Pez Volador;Retiro;3.0;2.0;160.0;1.0;True;False;False;False;False;False;12.5
162974971;735;Estudio;Unknown;Madrid Capital;Calle de Azucenas;Tetuán;1.0;1.0;40.0;;True;False;False;False;False;False;18.375
162974996;1950;Piso;910922651;Madrid Capital;Calle de Andrés Mellado;Chamberí;3.0;2.0;150.0;4.0;True;False;False;False;False;False;13.0
162974888;1150;Piso;911796673;Madrid Capital;Calle de San Modesto;Fuencarral;3.0;2.0;111.0;9.0;True;False;False;False;False;False;10.36036036036036
162974711;1150;Piso;910302478;Madrid Capital;Avenida de Camilo José Cela;Barrio de Salamanca;1.0;1.0;66.0;2.0;True;False;False;False;False;False;17.424242424242426
162974357;795;Piso;Unknown;Madrid Capital;Alberto Alcocer;Chamartín;1.0;1.0;30.0;;True;False;False;False;False;False;26.5
162973846;850;Loft;914539441;Madrid Capital;;Chamartín;1.0;1.0;32.0;;False;False;False;True;False;False;26.5625
162973619;950;Piso;912180458;Madrid Capital;;Moncloa - Aravaca;3.0;1.0;68.0;1.0;False;False;False;True;False;False;13.970588235294118
162973570;1950;Piso;910922651;Madrid Capital;Calle de Mauricio Legendre;Chamartín;3.0;3.0;160.0;2.0;True;False;False;False;False;False;12.1875
162973568;1100;Piso;910922651;Madrid Capital;Calle de Lope de Rueda;Retiro;3.0;1.0;70.0;3.0;True;False;False;False;False;False;15.714285714285714
162973502;875;Apartamento;918009107;Madrid Capital;;Retiro;1.0;1.0;60.0;;True;False;False;False;False;False;14.583333333333334
162891707;600;Estudio;Unknown;Madrid Capital;Calle de Puñonrostro;Centro;;1.0;22.0;5.0;False;False;False;True;True;False;27.272727272727273
162568096;1475;Ático;944946908;Madrid Capital;Calle del Limonero;Tetuán;;1.0;28.0;;True;True;False;True;False;False;52.67857142857143
162567843;1585;Apartamento;944946908;Madrid Capital;Calle del Limonero;Tetuán;1.0;2.0;45.0;1.0;True;False;False;False;False;False;35.22222222222222
162567455;1300;Piso;944946908;Madrid Capital;Calle del Limonero;Tetuán;1.0;1.0;35.0;1.0;True;False;False;False;False;False;37.142857142857146
162884793;800;Piso;Unknown;Madrid Capital;Calle del Capitán Blanco Argibay;Tetuán;1.0;1.0;65.0;;True;False;False;False;False;False;12.307692307692308
162435488;1500;Piso;Unknown;Madrid Capital;Calle de Julián Besteiro;Tetuán;3.0;2.0;120.0;7.0;True;False;False;False;False;False;12.5
162824479;790;Piso;Unknown;Madrid Capital;Calle de Peñuelas;Arganzuela;2.0;1.0;65.0;2.0;True;False;False;False;False;False;12.153846153846153
162512556;720;Piso;Unknown;Madrid Capital;Calle de San Graciano;Usera;1.0;1.0;36.0;6.0;True;False;False;False;False;False;20.0
162396391;1650;Piso;Unknown;Madrid Capital;Calle de la Infanta Mercedes;Tetuán;4.0;2.0;126.0;2.0;True;False;False;False;False;False;13.095238095238095
162422314;875;Piso;Unknown;Madrid Capital;Pasaje de Áncora;Arganzuela;2.0;2.0;40.0;2.0;True;False;False;False;False;False;21.875
162972961;1200;Piso;931335749;Madrid Capital;;Tetuán;2.0;3.0;85.0;;False;False;False;False;True;False;14.117647058823529
162972714;795;Piso;910759536;Madrid Capital;General Ricardos;Carabanchel;2.0;1.0;77.0;;False;False;False;True;False;False;10.324675324675324
162972520;2000;Piso;918003079;Madrid Capital;;Retiro;4.0;2.0;133.0;3.0;True;False;False;False;False;False;15.037593984962406
162972468;7500;Piso;910922651;Madrid Capital;Calle Espalter;Retiro;5.0;4.0;420.0;;True;False;False;False;False;False;17.857142857142858
162972274;1950;Piso;910922651;Madrid Capital;Avenida del Talgo;Moncloa - Aravaca;4.0;3.0;168.0;1.0;True;False;False;False;False;False;11.607142857142858
162972036;1400;Piso;910922651;Madrid Capital;;Ciudad Lineal;3.0;2.0;80.0;5.0;True;False;False;False;False;False;17.5
162971871;860;Apartamento;Unknown;Madrid Capital;Calle de Azucenas;Tetuán;1.0;1.0;65.0;;True;False;False;False;True;False;13.23076923076923
162971994;1400;Piso;918009158;Madrid Capital;Calle de Amaltea;Arganzuela;3.0;2.0;117.0;;True;False;False;False;False;False;11.965811965811966
162971967;950;Apartamento;918009158;Madrid Capital;Calle de Francisco Silvela;Barrio de Salamanca;1.0;1.0;40.0;2.0;True;False;False;False;False;False;23.75
162971835;750;Apartamento;918009158;Madrid Capital;Calle de la Aduana;Centro;1.0;1.0;25.0;2.0;True;False;False;False;False;False;30.0
162971667;2400;Piso;910922651;Madrid Capital;Plaza de Los Reyes Magos;Retiro;3.0;2.0;165.0;1.0;True;False;False;False;False;False;14.545454545454545
162971588;1900;Piso;918003079;Madrid Capital;;Retiro;4.0;2.0;173.0;1.0;True;False;False;False;False;False;10.982658959537572
162971302;4900;Piso;910922651;Madrid Capital;Calle del Príncipe de Vergara;Barrio de Salamanca;4.0;3.0;227.0;5.0;True;False;False;False;False;False;21.58590308370044
162971207;1950;Piso;916359985;Madrid Capital;Calle de Gaztambide;Chamberí;3.0;2.0;100.0;3.0;True;False;False;False;False;False;19.5
162971115;900;Piso;914872391;Madrid Capital;Andres Borrego;Centro;1.0;1.0;35.0;;False;False;False;True;False;False;25.714285714285715
162970771;1350;Piso;910922651;Madrid Capital;Calle Monasterio de Montesclaros;Fuencarral;2.0;2.0;90.0;3.0;True;False;False;False;False;False;15.0
162970378;2350;Piso;916359968;Madrid Capital;;Moncloa - Aravaca;3.0;3.0;141.0;5.0;True;False;False;False;False;False;16.666666666666668
162970225;800;Estudio;912783137;Madrid Capital;Machupichu;Hortaleza;;1.0;45.0;;True;False;False;True;False;False;17.77777777777778
162970176;800;Piso;916353521;Madrid Capital;Torrox;Usera;2.0;1.0;85.0;9.0;True;False;False;False;False;False;9.411764705882353
162969939;800;Estudio;912183607;Madrid Capital;Calle de López de Hoyos;Barrio de Salamanca;;1.0;36.0;2.0;True;False;False;True;False;False;22.22222222222222
162969364;800;Estudio;910301607;Madrid Capital;Calle de Alcalá;Barrio de Salamanca;;;40.0;5.0;True;False;False;False;True;False;20.0
162969045;2800;Casa adosada;910302917;Madrid Capital;;Chamartín;5.0;2.0;204.0;;False;True;False;True;False;False;13.72549019607843
162968996;1280;Piso;911224596;Madrid Capital;De las Islas Cíes;Fuencarral;4.0;2.0;110.0;7.0;True;False;False;False;False;False;11.636363636363637
162614834;780;Piso;912178214;Madrid Capital;Tardobispo;San Blas;3.0;1.0;52.0;;False;False;False;False;False;False;15.0
162968862;1250;Ático;912182478;Madrid Capital;;Tetuán;3.0;3.0;75.0;3.0;True;False;False;False;False;False;16.666666666666668
162968665;925;Piso;912176259;Madrid Capital;;Chamberí;2.0;1.0;54.0;2.0;False;False;False;True;False;False;17.12962962962963
162968592;600;Piso;Unknown;Madrid Capital;Calle del Puerto de Almansa;Puente de Vallecas;1.0;1.0;30.0;;False;False;False;True;True;False;20.0
162968532;950;Piso;Unknown;Madrid Capital;Calle del Ferrocarril;Arganzuela;2.0;1.0;60.0;;True;False;False;False;False;True;15.833333333333334
162670938;2500;Ático;911368616;Madrid Capital;Relatores;Centro;2.0;2.0;188.0;5.0;True;False;False;False;False;False;13.297872340425531
162563703;990;Piso;Unknown;Madrid Capital;Madera;Centro;2.0;1.0;97.0;;True;True;False;False;False;False;10.206185567010309
162537486;2650;Ático;911798945;Madrid Capital;;Barrio de Salamanca;1.0;1.0;79.0;;True;False;False;False;False;False;33.54430379746835
162889677;3200;Piso;911368508;Madrid Capital;;Chamberí;4.0;4.0;208.0;2.0;True;False;False;False;False;False;15.384615384615385
162890646;1250;Apartamento;910751371;Madrid Capital;Calle de Castelló;Barrio de Salamanca;1.0;1.0;70.0;8.0;True;False;False;False;False;False;17.857142857142858
162891924;1350;Piso;912174017;Madrid Capital;;Fuencarral;3.0;2.0;110.0;2.0;True;False;False;False;False;False;12.272727272727273
162894224;1000;Piso;918009158;Madrid Capital;Calle de Juan Álvarez Mendizábal;Moncloa - Aravaca;1.0;1.0;69.0;;True;False;False;False;False;False;14.492753623188406
162897859;1350;Apartamento;988560319;Madrid Capital;Narvaez;Retiro;2.0;1.0;65.0;;True;False;False;True;False;False;20.76923076923077
162898270;2800;Piso;911220758;Madrid Capital;Calle de Alonso Cano;Chamberí;4.0;3.0;201.0;2.0;True;False;False;False;False;False;13.930348258706468
162968314;820;Dúplex;911799092;Madrid Capital;Capitan Blanco Argibay;Tetuán;2.0;1.0;40.0;;True;False;False;False;False;False;20.5
162968313;720;Piso;911799092;Madrid Capital;San Moises;Puente de Vallecas;2.0;1.0;55.0;4.0;True;False;False;False;False;False;13.090909090909092
159115664;2250;Piso;911229416;Madrid Capital;;Hortaleza;3.0;2.0;120.0;4.0;True;False;False;False;False;False;18.75
159094218;2250;Apartamento;911229416;Madrid Capital;;Hortaleza;3.0;2.0;91.0;4.0;False;False;False;True;False;False;24.725274725274726
162431434;1250;Piso;935438135;Madrid Capital;Calle de Martínez Izquierdo;Barrio de Salamanca;3.0;1.0;83.0;4.0;True;False;False;False;False;False;15.060240963855422
162594536;1190;Piso;Unknown;Madrid Capital;Marcenado;Chamartín;3.0;1.0;90.0;;True;True;False;False;False;False;13.222222222222221
162664389;2000;Piso;Unknown;Madrid Capital;Ramiro II;Chamberí;3.0;2.0;146.0;;True;False;False;True;False;False;13.698630136986301
162617449;1650;Piso;910758831;Madrid Capital;Bonn;Barrio de Salamanca;4.0;3.0;130.0;;True;False;False;True;False;False;12.692307692307692
161347389;1100;Piso;911610008;Madrid Capital;;Chamberí;1.0;1.0;85.0;1.0;True;False;False;False;False;False;12.941176470588236
162967341;950;Apartamento;914891452;Madrid Capital;Calle Pantoja;Chamartín;1.0;1.0;51.0;2.0;True;False;False;False;False;False;18.627450980392158
162220448;2400;Piso;911794406;Madrid Capital;;Centro;2.0;2.0;100.0;;True;False;False;True;False;False;24.0
162966998;1900;Piso;916355203;Madrid Capital;Marqués de Lozoya;Retiro;4.0;2.0;173.0;1.0;True;False;False;False;False;False;10.982658959537572
162966890;700;Piso;914890773;Madrid Capital;Calle de San Raimundo;Tetuán;1.0;1.0;37.0;1.0;False;False;False;True;False;False;18.91891891891892
